esiss_resource_id,Post Type,Title,Content,Slug,Status,Categories,Tags,Reading Box,Year Levels,Genres,Theme,Fiction/Non-fiction,Strategies,Ages,esiss_page_count,esiss_word_count,esiss_strategy,esiss_free_sample,esiss_blurb,esiss_related,esiss_activities,wushka_quiz_id,esiss_hfw,wushka_levels,wushka_comprehension,wushka_text_type,esiss_sounds,esiss_curriculum,Phase ,Tricky Words ,
200541,ebook,It's My Bread,"While each new animal comes and claims ownership of the bread, the ants slowly and effectively carry the bread away, piece by piece. Features of the Book &bull; The use of repetition. &bull; The use of quotation marks. &bull; The contraction ""It's."" &bull; Supportive illustrations to predict unknown words. &bull; Two-line text blocks requiring a return sweep. &bull; The use of exclamation points. &bull; The high-frequency words -""my,"" ""said,"" and ""the."" Purpose It's My Bread can be used in a guided reading setting to introduce the following skills and strategies: &bull; developing an awareness of the directionality of the print on each page &bull; pointing one-to-one at each word to ensure an appropriate match  &bull; using knowledge of letters and sounds for &bull; recognising simple consonant-vowel-consonant words illustrating a story to support the meaning of the text.",its-my-bread,publish,eBook,,Magenta (Levels 1-2),a-Kindergarten,General narrative,Animals birds and insects|Different views|Humour,Fiction,Activating prior knowledge|Summarising|Using graphic sources,a-4-5,8,46,"Using graphic sources, Summarising, Activating prior knowledge",,A piece of bread is left on the ground. Is it the hen's bread? Is it the goat's bread? Who takes the bread while all the animals are arguing?,"200578, 200518","Draw a picture of each animal in the story.
Make animal puppets by using glue to stick each animal onto a stick.
Act out the play using your puppets.",146,,2,"Summarising, Making Connections",General Narrative,,,,,
200542,ebook,The Little House,"In this play, retold from a Russian folktale, Various animals find an empty house that they all want to live in - until Mr. Bear comes along, sits on it, and squashes it flat!  Features of the Book &bull; The character list and introduction. &bull; Repetition as a support for the reader. &bull; The stage directions. &bull; The frequent use of question marks, exclamation points, and commas. &bull; The high-frequency contraction ""I'm."" &bull; The use of capitals for characters' names. &bull; The use of parentheses and/or italics for stage directions. &bull; The photographs of the children preparing for the play. &bull; The interviews with the actors.  Purpose The Little House can be used in a guided reading setting to introduce and reinforce the following skills and strategies: &bull; identifying the plot and characters within the story &bull; understanding the punctuation cues and their meanings &bull; discussing the organizational structure of the text  &bull; writing a recount of the story using own words.",the-little-house,publish,eBook,,Orange (Levels 15-16),b-one,Play,Animals birds and insects,Fiction,Exploring text structure|Making inferences|Making predictions,d-7,16,484,"Exploring text structure, Making predictions, Making inferences",,"This is a play you can read with your friends. Who will you be? Mouse, Hare, or Frog? And how will Bear fit into the little house with all the other animals?","200524, 200640","Ask someone to help you make a small house.
You could use an old box or a sheet.
Choose some soft toys to be the animals
that go to live in the house.
You can be the bear and squash them all flat!",93,,16,"Making Predictions, Making Inferences",Play,,,,,
200543,ebook,The Lonely Bull,"Bull thinks nobody wants to be his friend, but it's just that all the other farm animals are scared of him. Features of the Book &bull; The strong element of repetition for reader support. &bull; The frequent use of the blends -""sh"" and ""fr."" &bull; The paper collage medium used by the artist. &bull; Illustrations that span two pages. &bull; The frequency of direct quotes and the question mark. &bull; The capital letter that begins each animal's name. &bull; The high-frequency words -""was,"" ""will,"" ""you,"" ""came,"" and ""your."" Purpose The Lonely Bull can be used in a guided reading setting to introduce and reinforce the following skills and strategies: using structural cues to monitor that reading is making sense&bull;  predicting outcomes from illustrations&bull;  Summarising the main parts of the story&bull;  selecting information from the story for a specific purpose.",the-lonely-bull,publish,eBook,,Yellow (Levels 6-8),b-one,General narrative,Animals birds and insects|Relationships,Fiction,Making judgments|Making predictions|Sequencing,b-5,16,119,"Making predictions, Sequencing, Making judgments",,"Bull is lonely. No one will be his friend, until Duck comes along to help him.","200033, 200023","At the end of this story, the lonely bull makes a friend.
If you met the lonely bull, how would you
be a friend to him? Write some sentences about
the things you would do together.",147,,8,"Making Predictions, Sequencing",General Narrative,,,,,
200544,ebook,The Magpie's Tail,"A magpic loses his tail while arguing over milk and must satisfy the demands of various characters before he can get it back. Features of the Book &bull; The cumulative nature of the story line. &bull; The major and minor characters in the text. &bull; The frequent use of direct speech. &bull; The text in the illustrations. &bull; The storybook language - ""Please, Hen, give me an egg."" &bull; The contractions - ""I'll"" and ""she'll."" &bull; The use of possessive apostrophes - ""magpie's"" and ""water carrier's.""  Purpose The Magpie's Tail can be used in a guided reading setting to introduce and reinforce the following skills and strategies: &bull; identifying the plot and characters within the story &bull; identifying the themes of the book comparing the opinions of the author with those of the reader &bull; writing a conclusion.",the-magpies-tail,publish,eBook,,Gold (Levels 21-22),c-two,General narrative,Animals birds and insects|Character education,Fiction,Exploring text structure|Sequencing|Using texts as models,e-8,16,578,"Exploring text structure, Using texts as models, Sequencing",,"The cheeky magpie wouldn't stop drinking milk from the old woman's pail, so she pulls off its tail. How will the magpie get its tail back?","200577, 200545",The magpie had to collect four different things to get her tail back. Draw a map and show where the magpie had to go. Write a label to show what she had to collect there.,287,,21,Sequencing,General Narrative,,,,,
200545,ebook,Maui and the Sun,"This is a traditional legend from the Maori people of New Zealand. It explains how Maui and his brothers slow the sun's journey across the sky to make the days longer for eating, fishing, and hunting.  Features of the Book &bull; The use of paragraphs to break the text. &bull; The use of direct speech. &bull; The personification of the sun. &bull; The possessive apostrophes - ""Maui's"" and ""sun's."" &bull; The distinctive narrative pattern of the story line that allows exploration of characters, plot, and setting. &bull; The frequent use of the contractive apostrophe - ""can't,"" ""don't,"" and ""we'll."" &bull; The word endings - ""ed,"" ""ness,"" and ""ly."" &bull; The additional information and map on the inside back cover. &bull; The stylised illustrations.  Purpose Maui and the Sun can be used in a guided reading setting to introduce and reinforce the following skills and strategies: -identifying the plot and characters within the story&bull;  -recognising the features of different genres&bull;  -recognising and reading a range of different word patterns, including word endings&bull;  -writing using a variety of sentence patterns.",maui-and-the-sun,publish,eBook,,Gold (Levels 21-22),c-two,Folk tale|Traditional story,Maths,Fiction,Determining main ideas|Making predictions|Using graphic sources,e-8,12,379,"Making predictions, Using graphic sources, Determining main ideas",,The days are too short and people don't have time to do their work. They ask Maui for help. How will he slow down the sun?,"200544, 200577","Draw pictures of Maui and the Sun.
Glue them onto small sticks to make puppets.
Use the puppets to retell the story, or create
your own adventure for Maui and the Sun.",288,,22,"Making Predictions, Finding Main Ideas","Folk Tale, Traditional Story",,,,,
200546,ebook,The Most Terrible Creature in the World,"This East African folktale is retold as a play, set outside the house of the hare, where a terrible creature has taken residence. Ideas are shown for the simple prop and masks. Features of the Book &bull; The character list and introduction. &bull; Repetition as a support for the reader. &bull; The frequent use of question marks, exclamation points, and commas. &bull; The contractions - ""I'm,"" ""I'll,"" ""that's,"" ""don't,"" and ""what's."" &bull; The use of capitals for characters' names. &bull; The use of parentheses and/or italics for stage directions. &bull; The photographs of the children preparing. &bull; The interviews with the actors.  Purpose The Most Terrible Creature in the World can be used in a guided reading setting to introduce and reinforce the following skills and strategies: &bull; recognising the features of different genres  &bull; understanding the punctuation cues and their meanings &bull; discussing the organisational structure of the text  &bull; writing a recount of the story using own words.",the-most-terrible-creature-in-the-world,publish,eBook,,Gold (Levels 21-22),c-two,Folk tale|Traditional story,Animals birds and insects|Different views,Fiction,Determining author's purpose|Making connections|Using graphic sources,e-8,16,526,"Making connections, Using graphic sources, Determining author's purpose",,What is the most terrible creature in the world? The children in this book will tell you. This is a play you can read with your friends.,"200537, 200559","Ask your family to help you act out this play.
Make masks to show who is playing each animal.
Write a sentence to say why you liked being your animal.",289,,22,"Making Connections, Recognising Bias and Prejudice","Folk Tale, Traditional Story",,,,,
200547,ebook,My Chair,"My Chair focuses on all of the things the main character can do in his wheelchair in the company of his friends. Features of the Book &bull; Consistent placement of text. &bull; The illustrations provide strong picture clues. &bull; The range of simple verbs in a meaningful context. &bull; The high-frequency words -""My"" and ""go."" &bull; The rhyme -""spin"" and ""win."" &bull; Clear, well-spaced text. &bull; The ellipsis on page 7. Purpose My Chair can be used in a guided reading setting to introduce the following skills and strategies: responding to simple questions about the story's content&bull;  recognising rhyming words&bull;  sharing ideas about the story with others in the group&bull;  writing a story that incorporates a similar model to that of the book.",my-chair,publish,eBook,,Magenta (Levels 1-2),a-Kindergarten,General narrative,Relationships|School and community,Fiction,Making predictions|Monitoring for meaning|Using graphic sources,a-4-5,8,26,"Making predictions, Using graphic sources, Monitoring for meaning",,"The boy in this story can't walk, but that doesn't stop him doing everything that the other kids do.","200002, 200011","This boy has a special chair that can do all kinds of great things. Think of something you own that can do great things, too. Draw a picture of it. Write what it can do.",148,,2,"Making Predictions, Monitoring and Clarifying",General Narrative,,,,,
200548,ebook,My Special Job,"This is young boy's simple recount of the daily routine of removing his fathers boots. Features of the Book &bull; Text running over spreads. &bull; The use of contractions -""don't"" and ""you've."" &bull; Descriptive language -""like a bucking bronco."" &bull; The blends -""br,"" ""sp,"" ""ch,"" and ""sl."" &bull; The ellipses on pages 7, 9, and 10. &bull; The idea of a simple tradition. &bull; The use of the large text and exclamation point for effect. &bull; The use of the past tense on the final page. &bull; The high-frequency words -""when,"" ""from,"" ""his,"" ""then,"" ""that,"" and ""for."" Purpose My Special Job can be used in a guided reading setting to introduce and reinforce the following skills and strategies: &bull; reading an increasing range of high-frequency words in context &bull; predicting outcomes from illustrations &bull; developing the skill of writing instructions  &bull; comparing the story to events in own lives.",my-special-job,publish,eBook,,Yellow (Levels 6-8),b-one,General narrative,Family|Relationships,Fiction,Discussing point of view|Drawing conclusions|Sequencing|Using graphic sources,b-5,12,113,"Using graphic sources, Sequencing, Discussing point of view, Drawing conclusions,",,"When Dad comes home from work feeling tired, someone has to loosen his bootlaces. Guess who does that job?","200029, 200021","This boy had a special job to do each day.
What is the special job you do at home?
Write a description of what you have to do.
You could also draw a diagram to help explain it.",149,,8,"Sequencing, Making Inferences",General Narrative,,,,,
200550,ebook,Nick's Glasses,"Nick is so used to wearing his glasses that he does not notice them on the end of his nose. His family tries to help him without giving the show away. Features of the Book &bull; The frequent use of direct speech and questions. &bull; The use of illustrations to answer the question. &bull; The prepositions -""under,"" ""in,"" ""on,"" and ""behind."" &bull; The high-frequency words -""Have"" ""Where,"" ""your,"" and ""you."" &bull; The ""gl"" blend -""glasses."" &bull; Large text blocks of two and three lines. Purpose Nick's Glasses can be used in a guided reading setting to introduce and reinforce the following skills and strategies: &bull; reading an increasing range of high-frequency words in context &bull; predicting outcomes from illustrations &bull; hearing the individual sounds in a word &bull; incorporating diagrams, maps, and tables to support information.",nicks-glasses,publish,eBook,,Yellow (Levels 6-8),b-one,General narrative,Humour|Relationships,Fiction,Activating prior knowledge|Following instructions|Using texts as models,b-5,8,53,"Following instructions, Using texts as models, Activating prior knowledge",,Poor Nick! He can't find his glasses. Luckily his brother helps him find them!,"200019, 200020","This book uses speech marks to show when someone is talking.
Dad says, ""Have you looked in your backpack?""
Look through the book and find the speech marks.
Now write two questions about looking for Nick's glasses.
Make sure you use speech marks.",150,,8,Making Connections,General Narrative,,,,,
200551,ebook,Off We Go!,"Off We Go! provides a list of the requirements for a hiking trip. Features of the Book &bull; The exclamation points in the title and on page 8. &bull; Detailed illustrations that support the text. &bull; The nouns that label the items. &bull; The use of ""s"" in the plural form -""boots"" and ""friends."" &bull; Capital letters for each word in the title. &bull; The high-frequency word ""My."" &bull; Clear, well-spaced text with consistent placement. Purpose Off We Go! can be used in a guided reading setting to introduce the following skills and strategies: sharing own experiences related to the content of the story&bull;  recognising rhyming words&bull;  identifying onset and rime within words&bull;  recognising the relationship between letters and their sounds&bull;  writing a story that incorporates a similar model to that of the book.",off-we-go,publish,eBook,,Magenta (Levels 1-2),a-Kindergarten,General narrative,Leisure and recreation|Relationships,Fiction,Determining cause and effect|Discussing point of view|Making connections,a-4-5,8,19,"Making connections, Determining cause and effect, Discussing point of view",,"When you're going on a long walk, it's best to check you have everything you need before you start.","200077, 200073","This book talks about the things you need
if you are going on a long walk. Look at a map.
Plan a walk for you and someone in your family.
Draw a map to show where you would go.",151,,1,"Making Connections, Recognising Cause and Effect",General Narrative,,,,,
200553,ebook,Our Rocket,"Reality meets fantasy as a group of children construct and ""fly"" a backyard rocket. Features of the Book &bull;The word ""Tuatara."" &bull;The repetitive text and close picture/text match. &bull;Consistent position of text and illustrations. &bull;Direct speech and quotation marks. &bull;The sound of the letter ""s"" in ""sat,"" ""sun,"" and ""said."" &bull;The high-frequency words -""and,"" ""in"" ""said,"" and ""the."" &bull;Well-known author. Purpose Old Tuatara can be used in a guided reading setting to introduce the following skills and strategies: reading a range of simple, high-frequency words in context; encouraging reading using expression to increase understanding; predicting the story line using illustrations from the book; collecting information relating to the story to share with others.",our-rocket,publish,eBook,,Magenta (Levels 1-2),a-Kindergarten,Procedure,Maths,Fiction,Activating prior knowledge|Determining author's purpose|Determining cause and effect|Forming opinions,a-4-5,8,30,"Determining author's purpose, Determining cause and effect, Forming opinions, Activating prior knowledge",,"How do you build a rocket? These children use screws, staples, and glue. Will the rocket be able to fly?","200098, 200104","The children in this book make a rocket.
They use things they find at home.
What could you use to make a small rocket?
Make it big enough for your favourite toy.",161,,2,"Recognising Bias and Prejudice, Recognising Cause and Effect, Distinguishing Between Fact and Opinion, Making Connections",Procedural Text,,,,,
200556,ebook,Pets,"The narrator can't understand why people laugh at the pet giraffe when so many of the neighbours have pets that are just as wacky. Features of the Book &bull; The regular rhythm. &bull; The use of rhyme on every page. &bull; The similarities between the pets and their owners. &bull; The humor in the illustrations. &bull; The convention of beginning each line with a capital letter. &bull; The use of boxes to define the text. &bull; The double ""oo"" vowel - ""pool"" and ""door."" &bull; The repeated ""wh"" blend - ""why,"" ""what,"" ""when,"" and ""white."" &bull; The blends - ""sh,"" ""ch,"" ""sn,"" ""th,"" and ""st.""  Purpose Pets can be used in a guided reading setting to introduce and reinforce the following skills and strategies: &bull; identifying the plot and characters within the story &bull; developing effective strategies for reading unknown words within a story &bull; discussing the organisational structure of the text &bull; writing using capital letters for the beginning of sentences and the names of people and places.",pets,publish,eBook,,Turquoise (Levels 17-18),c-two,General narrative,Animals birds and insects|Humour|Pets,Fiction,Determining author's purpose|Making predictions|Using graphic sources,d-7,12,91,"Using graphic sources, Making predictions, Determining author's purpose",,There are some strange pets in this book. The man down the road has a yak and a toad. So what's so unusual about my pet?,"200560, 200049","The pets in this book are like their owners.
What would be the best pet for you?
Write some sentences to say
how you would be like your pet.",290,,18,"Making Predictions, Recognising Bias and Prejudice",General Narrative,,,,,
200557,ebook,A Quilt for Kiri,"A quilt from the Cook Islands becomes the connection between Kiri and the grandmother she will never meet.  Features of the Book &bull; The use of imagery - ""moonlight lay spread across her bed"" and ""like a big, wet rainbow."" &bull; The use of adjectives - ""old,"" ""torn,"" ""tiny,"" ""crinkly,"" and ""lovely."" &bull; The similes - ""like the words of a song"" and ""like a big, wet rainbow."" &bull; The compound words - ""rainbow,"" ""moonlight,"" ""grandmother,"" and ""birthday."" &bull; The concepts of distance, death, and dreams. &bull; The design of the quilt and its connection to the flower. &bull; The additional information and map.  Purpose A Quilt for Kiri can be used in a guided reading setting to introduce and reinforce the following skills and strategies: -identifying the themes of the book&bull;  -identifying the plot and characters within the story&bull;  -developing the skill of writing in a sequential manner.",a-quilt-for-kiri,publish,eBook,,Purple (Levels 19-20),c-two,General narrative,Different lands|Family|Relationships,Fiction,Comparing and contrasting|Making connections|Using texts as models,e-8,16,378,"Making connections, Comparing and contrasting, Using texts as models",,"Kiri's grandmother lives far across the sea. When her grandmother dies, Kiri gets a  parcel in the mail. It's a special quilt that will help her to learn a lot about her grandmother.","200577, 200060","Think of someone you know that lives far away.
Write a letter to them. Tell them about something
interesting that happened to you this week.",291,,19,"Making Connections, Compare and Contrast",General Narrative,,,,,
200559,ebook,"Rats, Bats, and Black Pudding","Small Cat, frustrated by her size, asks Black Bull how to grow bigger, with interesting results. Features of the Book &bull; The humor in the text, especially the sayings of Small Cat. &bull; The use of large type for expression and characters' names. &bull; The range of punctuation - ellipses, question marks, exclamation points, and quotation marks. &bull; The adjectives - ""big,"" ""little,"" ""small,"" ""quick,"" and ""clever."" &bull; The character list. &bull; Repetition as a support for the reader. &bull; The use of parentheses and/or italics for stage directions. Purpose Rats, Bats, and Black Puddings can be used in a guided reading setting to introduce and reinforce the following skills and strategies: &bull; understanding the punctuation cues and their meanings  &bull; discussing the organizational structure of the text &bull; identifying the plot and characters within the story  &bull; writing a recount of the story using own words.",rats-bats-and-black-pudding,publish,eBook,,Purple (Levels 19-20),c-two,Folk tale|Play|Traditional story,Animals birds and insects|Humour,Fiction,Analysing themes|Exploring text structure|Using graphic sources,e-8,12,734,"Exploring text structure, Using graphic sources, Analysing themes",,Small Cat asks Black Bull how she can grow bigger. Aunt Penty thinks Small Cat is fine just the way she is.,"200044, 200577","Find some pieces of card, some markers, and some string.
Make a mask for each character in the play.
Ask two friends or family members to act out the play with you.",292,,20,"Summarising, Making Connections","Play, Folk Tale, Traditional Story",,,,,
200560,ebook,The Rock in the Road,"This is a simple play of how the collective strength of a group of animals solves a problem that none of them could solve individually.  Features of the Book &bull; The character list and introduction. &bull; Repetition as a support for the reader. &bull; The use of increasing numbers - ""What are you four doing?"" &bull; The frequent use of question marks, exclamation points, and commas. &bull; The high-frequency contractions - ""What's,"" ""won't,"" ""You're,"" ""can't,"" and ""it's."" &bull; The use of parentheses and/or italics for stage directions. &bull; The support in the illustrations.  Purpose The Rock in the Road can be used in a guided reading setting to introduce and reinforce the following skills and strategies: &bull; identifying the plot and characters within the story &bull; comparing books by different authors written in the same genre &bull; discussing the organisational structure of the text &bull; writing a recount of the story using own words.",the-rock-in-the-road,publish,eBook,,Turquoise (Levels 17-18),c-two,Play,Animals birds and insects|School and community,Fiction,Asking and answering questions|Following instructions|Using graphic sources,d-7,12,472,"Asking and answering questions, Using graphic sources, Following instructions",,"A rock has fallen on to the road and it's causing problems for the animals. Each animal tries to move it, but it's too heavy. Working together might be the answer!","200044, 200054","The rock on the road was a tricky thing to move.
Invent something that could help move the rock.
Draw your invention. Write about how it works.",293,,17,Questioning,Play,,,,,
200562,ebook,The Safe Place,"A small brown hen looks for a safe place to hide on the Pacific atoll where she lives. Features of the Book &bull; A story from the Pacific Islands of Tokelau. &bull; The conventional storybook beginning - ""Once upon a time."" &bull; The contraction ""isn't."" &bull; The use of compound words - ""herself,"" ""inside,"" and ""everyone."" &bull; The use of direct speech - ""Is this a safe place?"" &bull; Repetitive phrasing on pages 4 to 7. &bull; The map on the inside back cover.  Purpose The Safe Place can be used in a guided reading setting to introduce and reinforce the following skills and strategies: &bull; encouraging prediction and developing questioning skills &bull; Summarising the ideas from a story &bull; writing to support the events in the story &bull; developing the ability to write specifically about the detail of the setting of the story.",the-safe-place,publish,eBook,,Green (Levels 12-14),b-one,General narrative,Habitats|School and community|Science and technology,Fiction,Analysing themes|Forming opinions|Making connections|Making judgments|Sequencing,c-6,12,149,"Forming opinions, Making judgments, Making connections, Sequencing, Analysing themes",,"On the tiny island of Fenuafala, a hen is looking for somewhere safe. She looks in all kinds of places, then finds the perfect spot. Why does she need a safe place?","200654, 200055","Where could Hen safely hide at your place?
Draw a picture of the safe place. Write about why it is safe.",96,,14,"Distinguishing Between Fact and Opinion, Making Connections, Sequencing",General Narrative,,,,,
200563,ebook,Sam's Mask,"In this story, Sam makes a mask at school and then wears it home to give his mother a surprise. Features of the Book &bull; The range of punctuation - question mark, exclamation point, and quotation marks. &bull; The high-frequency words - ""He,"" ""the,"" ""said, ""this,"" and ""a."" &bull; The adjectives - ""big"" and ""long."" &bull; Sequence of events in a narrative. &bull; The different uses of apostrophes - ""who's"" and ""Sam's."" Purpose Sam's Mask can be used in a guided reading setting to introduce the following skills and strategies: &bull; responding to simple questions about the story's content &bull; encouraging reading using expression to increase understanding &bull; retelling the sequence of the story using own words &bull; writing a simple set of instructions.",sams-mask,publish,eBook,,Yellow (Levels 6-8),b-one,General narrative,Art and activity|Humour|School and community,Fiction,Making predictions|Using graphic sources|Using texts as models,b-5,8,38,"Making predictions, Using texts as models, Using graphic sources",,Sam makes a mask and wears it home from school. What happens when his mother opens the door?,"200021, 200029","Sam makes a mask and surprises his mum.
Using some paper or card, make your own mask. 
Who can you surprise?",152,,7,Making Predictions,General Narrative,,,,,
200564,ebook,Shush!,"Shush! is a lively narrative about getting up in the morning and making breakfast in bed and as a surprise for Mum. Features of the Book &bull; The range of punctuation -question mark, exclamation point, and quotation marks. &bull; The high-frequency words -""He,"" ""the,"" ""said, ""this,"" and ""a."" &bull; The adjectives -""big"" and ""long."" &bull; Sequence of events in a narrative. &bull; The different uses of apostrophes -""who's"" and ""Sam's."" Purpose Sam's Mask can be used in a guided reading setting to introduce the following skills and strategies: responding to simple questions about the story's content&bull;  encouraging reading using expression to increase understanding&bull;  retelling the sequence of the story using own words&bull;  writing a simple set of instructions.",shush,publish,eBook,,Yellow (Levels 6-8),b-one,General narrative,Food|Humour|Relationships,Fiction,Drawing conclusions|Making inferences|Making predictions,b-5,12,72,"Making inferences, Making predictions, Drawing conclusions",,"When you want to make mum a surprise breakfast in bed, you have to do it quietly. You can make a fruit salad like this too. Just follow the recipe.","200564, 200532","What does this family eat for breakfast?
Make a breakfast menu for your house.
What breakfast foods do you already have?
What will you need to make or buy?",153,"he, the, said,",6,"Making Inferences, Making Predictions",General Narrative,,,,,
200565,ebook,"""Smile!"" said Dad","Somebody manages to spoil the shot every time Dad attempts to take a family photograph. Features of the Book &bull; The variety of vocabulary and punctuation. &bull; The use of repetition. &bull; The use of direct speech. &bull; The format of the cover -photograph and beach creatures. &bull; The use of contractions -""I'll"" and ""I've."" &bull; The use of creative typography and onomatopoeia -""click."" &bull; The blends -""cl,"" ""ck,"" and ""sm."" &bull; The high-frequency words -""have,"" ""her,"" ""again,"" ""said,"" ""had,"" and ""was."" Purpose ""Smile!"" said Dad can be used in a guided reading setting to introduce and reinforce the following skills and strategies: &bull; predicting the meanings of new or unfamiliar words from the context of the story &bull; using knowledge of onset and rime to create new words from those in the story &bull; using a range of punctuation to read expressively &bull; innovating on an original story line to write another version.",smile-said-dad,publish,eBook,,Yellow (Levels 6-8),b-one,General narrative,Leisure and recreation|Relationships,Fiction,Analysing themes|Comparing and contrasting|Determining importance|Using graphic sources,b-5,8,72,"Comparing and contrasting, Using graphic sources, Determining importance, Analysing themes",,"Dad is trying to take a family picture at the beach. Each time he pushes the button, someone ruins the photo.","200013, 200020","Ask a family member if you can use a camera or phone to take some family photos. Take the photos.
What kinds of funny faces can you see?
Choose your favourite face. Write a sentence
about why the person made the funny face.",154,"this, a",6,Compare and Contrast,General Narrative,,,,,
200567,ebook,Stop That Noise!,"Here is a family that really likes to sing. The two young children join in to sing with Mum, Dad, baby, and their grandparents. But when the family dog decides to show its talent ...  Features of the Book &bull; Clear, consistently placed text blocks. &bull; A familiar setting. &bull; The close picture/text match. &bull; The names -""Mom,"" ""Dad,"" ""Grandma,"" and ""Granddad."" &bull; The capital letters for the characters' names. &bull; The repeated phrase -""When _____ sings, we sing too."" &bull; The quotation marks and exclamation point. &bull; The ""ing"" letter cluster -""sing"" and ""sings."" &bull; The double ""oo"" vowel -""too."" &bull; The high-frequency words -""we"" and ""that.""  Purpose Stop That Noise! can be used in a guided reading setting to introduce the following skills and strategies: -predicting the meanings of new or unfamiliar words from the context of the story&bull;  -hearing the individual sounds in words&bull;  -encouraging reading using expression to increase understanding&bull;  -writing a story that incorporates a similar model to that of the book.",stop-that-noise,publish,eBook,,Red (Levels 3-5),a-Kindergarten,General narrative,Humour|Relationships,Fiction,Determining author's purpose|Making connections|Using graphic sources,b-5,8,44,"Making connections, Using graphic sources, Determining author's purpose",,Everyone in this family likes to sing. But what happens when the dog wants to join in?,"200089, 200092","This family loves to sing together. 
Choose a song for your family to sing.
Maybe you could make some instruments, such as a shaker
or a rubber band guitar and play along.",155,"we, that",3,"Making Connections, Recognising Bias and Prejudice",General Narrative,,,,,
200568,ebook,T Shirts,"Here's a family who's wild about their T shirts! A child narrates a sing-songy description of the family collection. Features of the Book &bull; The rhyme -""he,"" ""me,"" and ""she."" &bull; The contractions -""I've,"" ""we've,"" ""there's,"" ""Dad's,"" and ""Mom's."" &bull; The ellipsis used to link the text. &bull; The use of capital letters in the story to reflect the text in the illustrations. &bull; The visual summary on the final page. &bull; The use of a limited range of colors for effect. &bull; The repeated blends -""gr"" and ""sh."" &bull; The cover text incorporated into the illustration. &bull; The high-frequency words -""got,"" ""his,"" ""her,"" ""she,"" and ""has."" Purpose T-shirts can be used in a guided reading setting to introduce and reinforce the following skills and strategies: &bull; using a range of punctuation to read expressively &bull; reading an increasing range of high-frequency words in context &bull; using visual cues to monitor that reading is making sense &bull; comparing the story to events in own lives.",t-shirts,publish,eBook,,Blue (Levels 9-11),b-one,Poetry,Maths|Relationships,Fiction,Determining importance|Making predictions,c-6,12,120,"Making predictions, Determining importance, Making predictions",,"All the people in this family have T shirts, and they are all different. When you hang them on the line, you get a poem!","200028, 200032","Some of the T-shirts in this story rhyme - he, she, me, three.
What would your family have on its T-shirts?
Choose a word and brainstorm all the words you know
that rhyme with it. 
Draw T-shirts for your family with the words on them.",98,,9,Making Predictions,Poetry,,,,,
200570,ebook,We All Play Sports,"This story shows family members of all ages actively involved in different sporting activities.  Features of the Book &bull; The strong illustration support. &bull; The high-frequency words - ""My,"" ""with,"" and ""me."" &bull; Clear, consistently placed text. &bull; The compound words - ""baseball,"" ""basketball,"" and ""football."" &bull; The ""ays"" word ending - ""plays."" &bull; The names for family members - ""mom"" and ""dad."" &bull; The ellipsis on page 7, indicating anticipation. &bull; The use of bold type for effect.  Purpose We All Play Sports can be used in a guided reading setting to introduce the following skills and strategies: -monitoring the reading and ensuring it is making sense using meaning, structure, and visual information from the story&bull;  -sharing own experiences related to the content of the story&bull;  -introducing and discussing new words contained within the story&bull;  -writing a simple set of instructions.",we-all-play-sports,publish,eBook,,Red (Levels 3-5),a-Kindergarten,General narrative,Relationships|Sports,Fiction,Analysing themes|Forming opinions|Making connections|Making judgments|Sequencing,b-5,8,30,"Forming opinions, Making judgments, Making connections, Sequencing, Analysing themes",,"How many different sports can you name. In the family in this book, everyone plays a different kind of sport.","200113, 200117","Do you play any of the sports in this book?
Think of a sport you want to play or invent a new one.
Write some rules for the sport. Draw the things 
you need to play the sport.",156,"my, with, me",3,"Distinguishing Between Fact and Opinion, Making Connections, Sequencing",General Narrative,,,,,
200573,ebook,Where Are My Socks?,"The familiar character Mo scrambles through a zany collection of clothes looking for his socks. Features of the Book &bull; The question in the title. &bull; A story with a known character. &bull; Sentences split over two pages. &bull; The high-frequency words - ""is,"" ""my,"" and ""and."" &bull; The rhymes - ""cat hat,"" ""frog togs,"" and ""winker blinker."" &bull; Clear, consistently placed text. &bull; The text in the illustrations. &bull; The use of bold type for effect. Purpose Where Are My Socks? can be used in a guided reading setting to introduce the following skills and strategies: &bull; sharing own experiences related to the content of the story &bull; predicting the meanings of new or unfamiliar words from the context of the story &bull; recognizing rhyming words &bull; practicing writing using rhyme and rhythm.",where-are-my-socks,publish,eBook,,Red (Levels 3-5),a-Kindergarten,General narrative,Humour,Fiction,Determining author's purpose|Forming opinions|Making connections,b-5,8,39,"Determining author's purpose, Making connections, Forming opinions",,"Poor Mo. He can't find his socks. When he does find them, he sees that he's lost something else.","200517, 200527","Mo has a winker-blinker and frog togs!
Think about the clothes at your house.
Use them to create a crazy outfit  like Mo's.",157,"is, my, and",5,"Recognising Bias and Prejudice, Making Predictions, Summarising",General Narrative,,,,,
